CLIENTNUM,Attrition_Flag,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,age_range,months_on_book_range,Credit_Limit_range,Avg_Open_To_Buy_range,Total_Amt_Chng_Q4_Q1_range,Total_Trans_Amtrange,Total_Ct_Chng_Q4_Q1_range,Avg_Utilization_Ratio_range,Total_Revolving_Bal_range,Total_Trans_Ct_range,Prediction
715083633,Existing Customer,Female,1,Uneducated,Married,Less than $40K,Blue,23,2,2,3,30-39,19-32,1438.299-2555.0,2.999-1324.5,0.631-0.736,4741.0-18484.0,0.818-3.714,0.503-0.999,1276.0-1784.0,67.0-81.0,Existing Customer
792098883,Existing Customer,Male,2,Doctorate,Single,$120K +,Blue,31,2,1,3,30-39,19-32,1438.299-2555.0,2.999-1324.5,-0.001-0.631,2155.5-3899.0,0.818-3.714,0.503-0.999,359.0-1276.0,81.0-139.0,Existing Customer
711873858,Existing Customer,Male,3,High School,Married,$60K - $80K,Blue,35,2,3,2,40-49,32-48,2555.0-4549.0,1324.5-3474.0,0.736-0.859,3899.0-4741.0,0.818-3.714,0.503-0.999,1784.0-2517.0,81.0-139.0,Existing Customer
713931258,Attrited Customer,Female,3,Graduate,Married,Less than $40K,Blue,45,2,3,4,50-59,32-48,1438.299-2555.0,1324.5-3474.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
787591008,Existing Customer,Male,3,Uneducated,Divorced,$60K - $80K,Blue,34,2,1,1,40-49,32-48,1438.299-2555.0,2.999-1324.5,0.631-0.736,4741.0-18484.0,0.582-0.702,0.503-0.999,359.0-1276.0,81.0-139.0,Existing Customer
801518958,Existing Customer,Female,1,Graduate,Married,Unknown,Blue,50,2,3,3,50-59,49-72,4549.0-11067.5,3474.0-9859.0,0.859-3.397,3899.0-4741.0,0.818-3.714,-0.001-0.023,-0.001-359.0,67.0-81.0,Existing Customer
713068833,Existing Customer,Female,3,Uneducated,Single,Less than $40K,Blue,32,2,2,1,40-49,32-48,1438.299-2555.0,2.999-1324.5,0.736-0.859,3899.0-4741.0,0.818-3.714,0.503-0.999,359.0-1276.0,81.0-139.0,Existing Customer
710566533,Existing Customer,Male,1,Unknown,Married,$60K - $80K,Blue,27,1,3,3,40-49,19-32,1438.299-2555.0,2.999-1324.5,-0.001-0.631,3899.0-4741.0,0.702-0.818,0.503-0.999,1276.0-1784.0,45.0-67.0,Existing Customer
789151983,Existing Customer,Female,4,Graduate,Unknown,$40K - $60K,Blue,31,2,3,3,40-49,19-32,2555.0-4549.0,1324.5-3474.0,0.736-0.859,4741.0-18484.0,0.702-0.818,0.176-0.503,359.0-1276.0,81.0-139.0,Existing Customer
766673433,Existing Customer,Male,4,Unknown,Married,$80K - $120K,Blue,38,2,3,3,40-49,32-48,2555.0-4549.0,1324.5-3474.0,0.859-3.397,3899.0-4741.0,0.702-0.818,0.176-0.503,1276.0-1784.0,67.0-81.0,Existing Customer
807589908,Existing Customer,Female,5,Unknown,Married,Less than $40K,Blue,42,1,2,1,40-49,32-48,1438.299-2555.0,2.999-1324.5,0.631-0.736,3899.0-4741.0,0.582-0.702,0.176-0.503,359.0-1276.0,67.0-81.0,Existing Customer
708190158,Attrited Customer,Female,3,High School,Single,Less than $40K,Blue,26,2,3,0,30-39,19-32,2555.0-4549.0,2.999-1324.5,0.859-3.397,2155.5-3899.0,-0.001-0.582,0.503-0.999,1784.0-2517.0,9.999-45.0,Attrited Customer
784895358,Attrited Customer,Female,1,Graduate,Married,Less than $40K,Blue,43,5,3,3,40-49,32-48,1438.299-2555.0,1324.5-3474.0,-0.001-0.631,2155.5-3899.0,0.702-0.818,-0.001-0.023,-0.001-359.0,45.0-67.0,Attrited Customer
710090133,Existing Customer,Female,1,College,Divorced,Less than $40K,Blue,51,1,3,3,65+,49-72,2555.0-4549.0,1324.5-3474.0,-0.001-0.631,3899.0-4741.0,0.582-0.702,0.176-0.503,1276.0-1784.0,67.0-81.0,Existing Customer
799242033,Existing Customer,Male,4,Doctorate,Married,$80K - $120K,Blue,39,2,3,2,40-49,32-48,1438.299-2555.0,2.999-1324.5,-0.001-0.631,3899.0-4741.0,0.582-0.702,0.503-0.999,359.0-1276.0,81.0-139.0,Existing Customer
719377383,Existing Customer,Male,2,College,Single,$60K - $80K,Blue,28,1,2,3,40-49,19-32,4549.0-11067.5,3474.0-9859.0,0.736-0.859,4741.0-18484.0,0.702-0.818,0.176-0.503,1784.0-2517.0,81.0-139.0,Existing Customer
710371683,Existing Customer,Male,4,Doctorate,Married,$60K - $80K,Blue,36,2,1,2,50-59,32-48,2555.0-4549.0,1324.5-3474.0,-0.001-0.631,3899.0-4741.0,0.702-0.818,0.503-0.999,1784.0-2517.0,45.0-67.0,Existing Customer
719926683,Existing Customer,Male,3,High School,Divorced,$60K - $80K,Blue,33,2,2,2,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.736-0.859,4741.0-18484.0,0.582-0.702,0.023-0.176,1784.0-2517.0,67.0-81.0,Existing Customer
793597833,Existing Customer,Female,0,Post-Graduate,Single,Less than $40K,Blue,43,1,3,1,40-49,32-48,1438.299-2555.0,2.999-1324.5,-0.001-0.631,3899.0-4741.0,-0.001-0.582,0.503-0.999,1276.0-1784.0,67.0-81.0,Existing Customer
713739708,Existing Customer,Male,0,High School,Single,$60K - $80K,Blue,53,1,3,3,65+,49-72,1438.299-2555.0,2.999-1324.5,-0.001-0.631,3899.0-4741.0,0.582-0.702,0.503-0.999,1784.0-2517.0,67.0-81.0,Existing Customer
709389558,Existing Customer,Female,4,College,Single,Less than $40K,Blue,36,1,3,0,30-39,32-48,1438.299-2555.0,1324.5-3474.0,-0.001-0.631,3899.0-4741.0,0.582-0.702,-0.001-0.023,-0.001-359.0,81.0-139.0,Existing Customer
811907583,Existing Customer,Female,4,Uneducated,Single,Unknown,Blue,40,1,2,2,40-49,32-48,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,3899.0-4741.0,-0.001-0.582,0.176-0.503,1276.0-1784.0,45.0-67.0,Existing Customer
709087983,Existing Customer,Female,3,Doctorate,Single,Less than $40K,Blue,27,2,2,3,30-39,19-32,1438.299-2555.0,1324.5-3474.0,-0.001-0.631,4741.0-18484.0,0.818-3.714,-0.001-0.023,-0.001-359.0,81.0-139.0,Existing Customer
712774908,Existing Customer,Female,4,High School,Married,Less than $40K,Blue,29,2,2,2,40-49,19-32,2555.0-4549.0,2.999-1324.5,0.736-0.859,4741.0-18484.0,0.582-0.702,0.503-0.999,1784.0-2517.0,81.0-139.0,Existing Customer
820639908,Existing Customer,Female,4,High School,Married,Unknown,Blue,44,1,2,1,40-49,32-48,2555.0-4549.0,2.999-1324.5,0.631-0.736,3899.0-4741.0,0.818-3.714,0.503-0.999,1784.0-2517.0,67.0-81.0,Existing Customer
713497983,Existing Customer,Male,5,High School,Single,$60K - $80K,Blue,36,1,2,2,40-49,32-48,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,2155.5-3899.0,0.702-0.818,-0.001-0.023,-0.001-359.0,45.0-67.0,Attrited Customer
713489358,Existing Customer,Female,2,Graduate,Married,Less than $40K,Blue,40,2,3,2,50-59,32-48,2555.0-4549.0,3474.0-9859.0,0.736-0.859,2155.5-3899.0,0.818-3.714,-0.001-0.023,-0.001-359.0,81.0-139.0,Existing Customer
711381183,Existing Customer,Female,2,Unknown,Married,$40K - $60K,Blue,36,2,3,2,50-59,32-48,1438.299-2555.0,2.999-1324.5,0.631-0.736,3899.0-4741.0,0.818-3.714,0.503-0.999,359.0-1276.0,81.0-139.0,Existing Customer
814989933,Existing Customer,Female,4,College,Unknown,Less than $40K,Blue,40,1,2,1,40-49,32-48,1438.299-2555.0,2.999-1324.5,0.736-0.859,4741.0-18484.0,0.702-0.818,0.503-0.999,359.0-1276.0,67.0-81.0,Existing Customer
711847833,Existing Customer,Female,2,Graduate,Single,Less than $40K,Blue,32,2,2,2,40-49,32-48,1438.299-2555.0,2.999-1324.5,0.631-0.736,4741.0-18484.0,0.582-0.702,0.503-0.999,359.0-1276.0,67.0-81.0,Existing Customer
772837083,Existing Customer,Male,3,Graduate,Married,$120K +,Blue,32,2,3,1,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.736-0.859,3899.0-4741.0,0.818-3.714,-0.001-0.023,-0.001-359.0,81.0-139.0,Existing Customer
713652783,Existing Customer,Female,0,Unknown,Single,Less than $40K,Blue,36,1,1,1,30-39,32-48,1438.299-2555.0,2.999-1324.5,0.859-3.397,4741.0-18484.0,0.818-3.714,0.503-0.999,359.0-1276.0,81.0-139.0,Existing Customer
719202708,Existing Customer,Female,3,High School,Married,Less than $40K,Blue,36,2,2,1,50-59,32-48,4549.0-11067.5,3474.0-9859.0,0.736-0.859,3899.0-4741.0,0.582-0.702,0.023-0.176,359.0-1276.0,81.0-139.0,Existing Customer
714566133,Existing Customer,Female,2,Graduate,Married,Less than $40K,Blue,36,1,2,2,65+,32-48,2555.0-4549.0,2.999-1324.5,-0.001-0.631,3899.0-4741.0,0.702-0.818,0.503-0.999,1784.0-2517.0,81.0-139.0,Existing Customer
717553683,Existing Customer,Female,1,Unknown,Married,Less than $40K,Blue,36,1,1,3,50-59,32-48,2555.0-4549.0,2.999-1324.5,0.736-0.859,3899.0-4741.0,0.818-3.714,0.503-0.999,1784.0-2517.0,45.0-67.0,Existing Customer
814987983,Existing Customer,Female,2,College,Single,$40K - $60K,Blue,32,2,1,3,30-39,32-48,2555.0-4549.0,1324.5-3474.0,0.736-0.859,4741.0-18484.0,0.702-0.818,0.176-0.503,359.0-1276.0,67.0-81.0,Existing Customer
789588933,Existing Customer,Male,2,Graduate,Married,$60K - $80K,Blue,37,1,1,1,40-49,32-48,1438.299-2555.0,1324.5-3474.0,-0.001-0.631,3899.0-4741.0,0.818-3.714,-0.001-0.023,-0.001-359.0,67.0-81.0,Existing Customer
714317058,Existing Customer,Male,2,Graduate,Married,$60K - $80K,Blue,36,2,3,1,50-59,32-48,4549.0-11067.5,1324.5-3474.0,-0.001-0.631,3899.0-4741.0,0.702-0.818,0.503-0.999,1784.0-2517.0,45.0-67.0,Existing Customer
772271508,Attrited Customer,Female,3,Uneducated,Single,Unknown,Blue,35,2,3,3,40-49,32-48,1438.299-2555.0,1324.5-3474.0,0.631-0.736,2155.5-3899.0,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
716366208,Existing Customer,Female,2,Uneducated,Married,Unknown,Blue,36,2,1,3,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.859-3.397,4741.0-18484.0,0.582-0.702,-0.001-0.023,-0.001-359.0,81.0-139.0,Existing Customer
710971908,Existing Customer,Male,1,High School,Married,$60K - $80K,Blue,31,2,3,3,40-49,19-32,2555.0-4549.0,1324.5-3474.0,0.736-0.859,4741.0-18484.0,0.582-0.702,0.176-0.503,1276.0-1784.0,67.0-81.0,Existing Customer
711412533,Attrited Customer,Female,3,High School,Single,Less than $40K,Blue,35,6,3,5,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.631-0.736,2155.5-3899.0,0.582-0.702,0.176-0.503,1276.0-1784.0,9.999-45.0,Attrited Customer
720593583,Existing Customer,Female,2,Doctorate,Divorced,Less than $40K,Blue,32,1,2,2,30-39,32-48,2555.0-4549.0,1324.5-3474.0,-0.001-0.631,4741.0-18484.0,0.702-0.818,0.176-0.503,359.0-1276.0,81.0-139.0,Existing Customer
720165258,Existing Customer,Female,2,High School,Unknown,Less than $40K,Blue,29,2,3,1,40-49,19-32,2555.0-4549.0,2.999-1324.5,0.736-0.859,4741.0-18484.0,0.818-3.714,0.503-0.999,1784.0-2517.0,81.0-139.0,Existing Customer
716147658,Existing Customer,Female,2,Uneducated,Single,Unknown,Blue,40,2,3,1,40-49,32-48,1438.299-2555.0,2.999-1324.5,0.631-0.736,3899.0-4741.0,0.702-0.818,0.503-0.999,1276.0-1784.0,81.0-139.0,Existing Customer
778436283,Existing Customer,Male,4,High School,Single,Less than $40K,Blue,21,2,3,1,40-49,19-32,2555.0-4549.0,1324.5-3474.0,-0.001-0.631,3899.0-4741.0,0.818-3.714,0.176-0.503,1276.0-1784.0,67.0-81.0,Existing Customer
711492258,Existing Customer,Male,2,Graduate,Married,$60K - $80K,Blue,45,2,1,0,50-59,32-48,1438.299-2555.0,2.999-1324.5,0.736-0.859,4741.0-18484.0,0.818-3.714,0.503-0.999,1276.0-1784.0,67.0-81.0,Existing Customer
771106458,Existing Customer,Female,4,College,Married,Less than $40K,Blue,41,1,5,2,50-59,32-48,1438.299-2555.0,2.999-1324.5,0.631-0.736,3899.0-4741.0,0.702-0.818,0.503-0.999,1276.0-1784.0,45.0-67.0,Existing Customer
713183508,Existing Customer,Female,1,High School,Married,Unknown,Blue,36,1,3,2,30-39,32-48,2555.0-4549.0,1324.5-3474.0,0.736-0.859,4741.0-18484.0,0.818-3.714,0.176-0.503,359.0-1276.0,81.0-139.0,Existing Customer
710832108,Existing Customer,Female,2,Unknown,Single,$40K - $60K,Blue,44,2,3,3,50-59,32-48,4549.0-11067.5,3474.0-9859.0,0.859-3.397,3899.0-4741.0,0.702-0.818,0.176-0.503,1784.0-2517.0,67.0-81.0,Existing Customer
719940483,Existing Customer,Female,1,Graduate,Married,$40K - $60K,Blue,43,2,2,2,50-59,32-48,1438.299-2555.0,2.999-1324.5,0.631-0.736,4741.0-18484.0,0.702-0.818,0.503-0.999,1276.0-1784.0,81.0-139.0,Existing Customer
715207458,Existing Customer,Female,1,Unknown,Single,Less than $40K,Blue,39,2,2,1,40-49,32-48,1438.299-2555.0,2.999-1324.5,-0.001-0.631,4741.0-18484.0,0.702-0.818,0.503-0.999,359.0-1276.0,81.0-139.0,Existing Customer
716839983,Existing Customer,Male,3,College,Married,$120K +,Blue,36,2,3,2,40-49,32-48,11067.5-34516.0,9859.0-34516.0,0.631-0.736,3899.0-4741.0,0.818-3.714,-0.001-0.023,-0.001-359.0,67.0-81.0,Existing Customer
781073733,Existing Customer,Male,2,Graduate,Married,$120K +,Blue,41,1,3,3,50-59,32-48,4549.0-11067.5,3474.0-9859.0,0.859-3.397,4741.0-18484.0,0.582-0.702,-0.001-0.023,-0.001-359.0,81.0-139.0,Existing Customer
757594083,Existing Customer,Female,1,Unknown,Married,Unknown,Blue,45,2,4,0,50-59,32-48,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,3899.0-4741.0,0.702-0.818,-0.001-0.023,-0.001-359.0,67.0-81.0,Existing Customer
764496708,Existing Customer,Female,2,High School,Married,Unknown,Blue,47,2,3,3,50-59,32-48,1438.299-2555.0,1324.5-3474.0,0.736-0.859,4741.0-18484.0,0.702-0.818,-0.001-0.023,-0.001-359.0,81.0-139.0,Existing Customer
714080433,Existing Customer,Female,5,College,Married,$40K - $60K,Blue,36,2,3,2,40-49,32-48,2555.0-4549.0,1324.5-3474.0,0.631-0.736,4741.0-18484.0,-0.001-0.582,0.503-0.999,1784.0-2517.0,45.0-67.0,Existing Customer
757675158,Existing Customer,Female,4,Post-Graduate,Divorced,$40K - $60K,Blue,40,2,2,3,40-49,32-48,2555.0-4549.0,2.999-1324.5,0.631-0.736,4741.0-18484.0,0.582-0.702,0.503-0.999,1784.0-2517.0,81.0-139.0,Existing Customer
715361433,Existing Customer,Female,2,High School,Single,Less than $40K,Blue,36,2,2,3,50-59,32-48,1438.299-2555.0,2.999-1324.5,0.631-0.736,3899.0-4741.0,0.818-3.714,0.503-0.999,359.0-1276.0,67.0-81.0,Existing Customer
778191933,Attrited Customer,Male,3,Uneducated,Single,$120K +,Blue,35,2,3,5,40-49,32-48,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,2155.5-3899.0,-0.001-0.582,0.176-0.503,1784.0-2517.0,9.999-45.0,Attrited Customer
718792758,Existing Customer,Female,4,Uneducated,Married,Unknown,Blue,25,2,3,2,30-39,19-32,2555.0-4549.0,1324.5-3474.0,0.631-0.736,4741.0-18484.0,0.582-0.702,0.023-0.176,359.0-1276.0,67.0-81.0,Existing Customer
709738008,Existing Customer,Female,3,Unknown,Married,$40K - $60K,Blue,36,1,6,2,40-49,32-48,2555.0-4549.0,1324.5-3474.0,-0.001-0.631,4741.0-18484.0,0.702-0.818,0.176-0.503,359.0-1276.0,67.0-81.0,Existing Customer
799020258,Existing Customer,Male,2,Uneducated,Divorced,$60K - $80K,Blue,38,2,1,2,40-49,32-48,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,4741.0-18484.0,0.818-3.714,-0.001-0.023,-0.001-359.0,81.0-139.0,Existing Customer
718152333,Attrited Customer,Female,3,Doctorate,Single,Unknown,Blue,36,2,3,6,40-49,32-48,1438.299-2555.0,1324.5-3474.0,0.631-0.736,2155.5-3899.0,0.818-3.714,-0.001-0.023,-0.001-359.0,45.0-67.0,Attrited Customer
716324583,Existing Customer,Female,4,Uneducated,Single,Unknown,Blue,36,1,4,1,40-49,32-48,2555.0-4549.0,2.999-1324.5,0.736-0.859,3899.0-4741.0,0.582-0.702,0.503-0.999,1784.0-2517.0,67.0-81.0,Existing Customer
720887058,Existing Customer,Female,1,Unknown,Married,Unknown,Blue,35,1,2,3,50-59,32-48,2555.0-4549.0,3474.0-9859.0,0.631-0.736,4741.0-18484.0,0.702-0.818,-0.001-0.023,-0.001-359.0,81.0-139.0,Existing Customer
714825408,Existing Customer,Female,3,High School,Single,$40K - $60K,Blue,36,2,3,3,40-49,32-48,2555.0-4549.0,2.999-1324.5,-0.001-0.631,4741.0-18484.0,0.702-0.818,0.503-0.999,1784.0-2517.0,45.0-67.0,Existing Customer
788620083,Existing Customer,Female,3,Graduate,Single,Less than $40K,Blue,41,2,2,2,50-59,32-48,1438.299-2555.0,2.999-1324.5,0.736-0.859,3899.0-4741.0,0.702-0.818,0.503-0.999,1276.0-1784.0,81.0-139.0,Existing Customer
719490108,Existing Customer,Female,3,Graduate,Single,Less than $40K,Blue,36,1,3,1,50-59,32-48,2555.0-4549.0,2.999-1324.5,0.859-3.397,4741.0-18484.0,0.818-3.714,0.503-0.999,1276.0-1784.0,67.0-81.0,Existing Customer
709044183,Existing Customer,Female,3,Unknown,Married,Unknown,Blue,27,1,3,3,40-49,19-32,11067.5-34516.0,9859.0-34516.0,0.631-0.736,3899.0-4741.0,-0.001-0.582,0.023-0.176,359.0-1276.0,45.0-67.0,Existing Customer
756944133,Existing Customer,Female,4,Graduate,Married,Less than $40K,Blue,45,1,1,3,50-59,32-48,2555.0-4549.0,1324.5-3474.0,0.631-0.736,3899.0-4741.0,0.818-3.714,0.503-0.999,1784.0-2517.0,81.0-139.0,Existing Customer
785285883,Attrited Customer,Female,3,Graduate,Single,Less than $40K,Blue,43,6,3,4,40-49,32-48,1438.299-2555.0,1324.5-3474.0,0.736-0.859,2155.5-3899.0,0.702-0.818,-0.001-0.023,-0.001-359.0,45.0-67.0,Attrited Customer
779770683,Existing Customer,Female,3,Uneducated,Divorced,$40K - $60K,Blue,36,2,3,3,40-49,32-48,1438.299-2555.0,1324.5-3474.0,0.631-0.736,4741.0-18484.0,0.818-3.714,-0.001-0.023,-0.001-359.0,67.0-81.0,Existing Customer
718510983,Existing Customer,Female,3,Unknown,Single,$40K - $60K,Blue,41,1,3,2,50-59,32-48,2555.0-4549.0,3474.0-9859.0,0.631-0.736,2155.5-3899.0,0.818-3.714,-0.001-0.023,-0.001-359.0,81.0-139.0,Existing Customer
710322033,Existing Customer,Female,1,High School,Married,Less than $40K,Blue,44,1,1,1,50-59,32-48,2555.0-4549.0,2.999-1324.5,0.736-0.859,3899.0-4741.0,0.818-3.714,0.503-0.999,1276.0-1784.0,67.0-81.0,Existing Customer
710560008,Existing Customer,Female,4,High School,Married,Less than $40K,Blue,33,1,3,0,40-49,32-48,1438.299-2555.0,2.999-1324.5,0.631-0.736,3899.0-4741.0,0.818-3.714,0.503-0.999,1276.0-1784.0,67.0-81.0,Existing Customer
711298458,Attrited Customer,Female,3,Unknown,Married,Less than $40K,Blue,26,5,2,5,30-39,19-32,1438.299-2555.0,1324.5-3474.0,0.631-0.736,2155.5-3899.0,0.582-0.702,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
789164283,Existing Customer,Female,0,Uneducated,Married,Less than $40K,Blue,44,1,1,3,50-59,32-48,2555.0-4549.0,2.999-1324.5,-0.001-0.631,3899.0-4741.0,0.702-0.818,0.503-0.999,1784.0-2517.0,81.0-139.0,Existing Customer
715773783,Attrited Customer,Female,2,Graduate,Single,$40K - $60K,Blue,35,2,3,4,40-49,32-48,2555.0-4549.0,3474.0-9859.0,0.736-0.859,2155.5-3899.0,0.582-0.702,0.023-0.176,359.0-1276.0,9.999-45.0,Attrited Customer
779158533,Existing Customer,Female,3,Uneducated,Single,Less than $40K,Blue,25,2,3,3,40-49,19-32,1438.299-2555.0,2.999-1324.5,0.631-0.736,4741.0-18484.0,0.702-0.818,0.503-0.999,359.0-1276.0,67.0-81.0,Existing Customer
720463833,Existing Customer,Male,5,Uneducated,Single,$60K - $80K,Blue,36,1,1,2,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.631-0.736,4741.0-18484.0,0.818-3.714,0.176-0.503,1276.0-1784.0,67.0-81.0,Existing Customer
712747758,Attrited Customer,Female,4,Uneducated,Single,Less than $40K,Blue,36,2,2,3,50-59,32-48,1438.299-2555.0,1324.5-3474.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,-0.001-0.023,-0.001-359.0,9.999-45.0,Attrited Customer
771067308,Existing Customer,Female,3,High School,Single,$40K - $60K,Blue,25,1,1,2,30-39,19-32,2555.0-4549.0,2.999-1324.5,0.736-0.859,4741.0-18484.0,0.582-0.702,0.503-0.999,1784.0-2517.0,67.0-81.0,Existing Customer
750995508,Attrited Customer,Male,3,Unknown,Single,$60K - $80K,Blue,32,1,3,3,40-49,32-48,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.176-0.503,359.0-1276.0,9.999-45.0,Attrited Customer
716171358,Existing Customer,Male,4,College,Married,$40K - $60K,Blue,36,2,3,1,50-59,32-48,2555.0-4549.0,1324.5-3474.0,0.631-0.736,3899.0-4741.0,0.702-0.818,0.176-0.503,1784.0-2517.0,81.0-139.0,Existing Customer
794637333,Existing Customer,Female,2,Graduate,Divorced,Less than $40K,Silver,25,2,2,2,40-49,19-32,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,2155.5-3899.0,0.702-0.818,-0.001-0.023,-0.001-359.0,67.0-81.0,Existing Customer
718437033,Attrited Customer,Male,2,Uneducated,Unknown,$60K - $80K,Blue,30,4,3,2,40-49,19-32,1438.299-2555.0,2.999-1324.5,0.631-0.736,2155.5-3899.0,0.582-0.702,0.176-0.503,359.0-1276.0,9.999-45.0,Attrited Customer
718492908,Existing Customer,Female,3,College,Married,Less than $40K,Blue,36,1,2,3,30-39,32-48,2555.0-4549.0,1324.5-3474.0,-0.001-0.631,3899.0-4741.0,0.702-0.818,0.176-0.503,1276.0-1784.0,81.0-139.0,Existing Customer
716033508,Existing Customer,Male,2,Graduate,Single,$60K - $80K,Blue,34,1,3,2,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.859-3.397,3899.0-4741.0,0.818-3.714,0.176-0.503,1276.0-1784.0,45.0-67.0,Existing Customer
717603858,Existing Customer,Male,3,College,Single,$40K - $60K,Blue,42,1,2,1,50-59,32-48,4549.0-11067.5,3474.0-9859.0,-0.001-0.631,3899.0-4741.0,0.702-0.818,0.176-0.503,1276.0-1784.0,67.0-81.0,Existing Customer
714741933,Existing Customer,Male,4,Unknown,Married,$60K - $80K,Blue,32,1,1,2,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.736-0.859,3899.0-4741.0,0.818-3.714,0.176-0.503,1276.0-1784.0,67.0-81.0,Existing Customer
716558283,Existing Customer,Female,0,Graduate,Married,Less than $40K,Blue,36,2,2,2,30-39,32-48,1438.299-2555.0,2.999-1324.5,0.631-0.736,4741.0-18484.0,0.582-0.702,0.503-0.999,359.0-1276.0,81.0-139.0,Existing Customer
719022558,Existing Customer,Female,4,Uneducated,Married,Less than $40K,Blue,38,1,3,3,40-49,32-48,1438.299-2555.0,2.999-1324.5,0.736-0.859,4741.0-18484.0,0.702-0.818,0.503-0.999,359.0-1276.0,67.0-81.0,Existing Customer
717334233,Existing Customer,Female,1,Uneducated,Single,$40K - $60K,Blue,43,1,3,2,50-59,32-48,4549.0-11067.5,3474.0-9859.0,0.631-0.736,4741.0-18484.0,0.818-3.714,0.176-0.503,1784.0-2517.0,67.0-81.0,Existing Customer
709222008,Attrited Customer,Male,3,Unknown,Single,$80K - $120K,Blue,32,1,3,4,40-49,32-48,4549.0-11067.5,1324.5-3474.0,-0.001-0.631,2155.5-3899.0,-0.001-0.582,0.176-0.503,1784.0-2517.0,9.999-45.0,Attrited Customer
719192808,Existing Customer,Male,4,Graduate,Single,$120K +,Blue,36,2,1,1,50-59,32-48,2555.0-4549.0,2.999-1324.5,0.631-0.736,3899.0-4741.0,0.818-3.714,0.503-0.999,1784.0-2517.0,67.0-81.0,Existing Customer
719281533,Existing Customer,Female,3,College,Married,Less than $40K,Blue,27,2,1,3,30-39,19-32,2555.0-4549.0,1324.5-3474.0,0.631-0.736,4741.0-18484.0,0.818-3.714,0.176-0.503,1276.0-1784.0,81.0-139.0,Existing Customer
710877108,Existing Customer,Female,1,High School,Divorced,Less than $40K,Blue,32,1,1,2,40-49,32-48,2555.0-4549.0,1324.5-3474.0,-0.001-0.631,3899.0-4741.0,0.818-3.714,0.176-0.503,1276.0-1784.0,67.0-81.0,Existing Customer
714155283,Existing Customer,Female,2,Unknown,Married,Unknown,Blue,36,2,3,0,40-49,32-48,4549.0-11067.5,3474.0-9859.0,0.736-0.859,4741.0-18484.0,0.582-0.702,0.023-0.176,359.0-1276.0,67.0-81.0,Existing Customer
771214083,Existing Customer,Male,2,High School,Unknown,$60K - $80K,Blue,32,1,2,3,40-49,32-48,1438.299-2555.0,1324.5-3474.0,0.736-0.859,4741.0-18484.0,0.702-0.818,-0.001-0.023,-0.001-359.0,45.0-67.0,Existing Customer
770581983,Existing Customer,Female,4,Graduate,Married,$40K - $60K,Blue,41,1,1,3,50-59,32-48,1438.299-2555.0,1324.5-3474.0,0.859-3.397,4741.0-18484.0,0.582-0.702,-0.001-0.023,-0.001-359.0,81.0-139.0,Existing Customer
718742808,Attrited Customer,Female,1,High School,Married,$40K - $60K,Blue,46,2,4,3,50-59,32-48,4549.0-11067.5,3474.0-9859.0,0.736-0.859,2155.5-3899.0,-0.001-0.582,0.023-0.176,359.0-1276.0,45.0-67.0,Attrited Customer
710257683,Existing Customer,Male,3,Graduate,Single,$120K +,Blue,33,1,2,2,50-59,32-48,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,3899.0-4741.0,0.582-0.702,0.023-0.176,359.0-1276.0,67.0-81.0,Existing Customer
721426383,Attrited Customer,Female,3,Unknown,Single,Less than $40K,Blue,36,4,3,0,30-39,32-48,1438.299-2555.0,2.999-1324.5,0.736-0.859,2155.5-3899.0,0.582-0.702,0.023-0.176,-0.001-359.0,9.999-45.0,Attrited Customer
721041483,Attrited Customer,Male,4,Doctorate,Married,$60K - $80K,Blue,37,1,2,2,40-49,32-48,11067.5-34516.0,9859.0-34516.0,-0.001-0.631,509.999-2155.5,-0.001-0.582,0.176-0.503,1784.0-2517.0,9.999-45.0,Attrited Customer
